203,You need:18
204,You need:35
205,You need:35
206,You need:50
207,You need:35
208,You need:10
209,You need:28
210,You need:50
211,You need:24
212,You need:35
213,You need:35
214,You need:22
215,You need:90
216,You need:65
217,You need:24
218,You need:35
219,You need:65
220,You need:35
221,You need:13
222,You need:16
223,You need:35
224,You need:1
225,You need:35
226,You need:65
227,You need:3
228,You need:26
229,You need:35
230,You need:30
231,You need:50
232,You need:35
233,You need:26
234,You need:3
235,You need:30
236,You need:26
237,You need:26
238,You need:3
239,You need:50
240,You need:26
241,You need:26
242,You need:30
243,You need:1
244,You need:18
245,You need:28
246,You need:14
247,You need:90
248,You need:30
249,You need:28
250,You need:65
251,You need:30
252,You need:50
253,You need:26
254,You need:65
255,Unknown
256,Unknown
257,Unknown
258,Unknown
259,Unknown
260,You need:35
261,You need:50
262,You need:28
263,You need:50
264,You need:50
265,You need:35
266,You need:65
267,You need:65
268,You need:18
269,You need:65
270,You need:90
271,You need:90
272,You need:30
273,You need:11
274,You need:65
275,You need:28
276,You need:30
277,You need:35
278,You need:16
279,You need:28
280,You need:28
281,You need:16
282,You need:50
283,You need:12
284,You need:18
285,You need:65
286,You need:12
287,You need:30
288,You need:35
289,You need:90
290,You need:35
291,You need:50
292,You need:20
293,You need:26
294,You need:22
295,You need:65
296,You need:14
297,You need:65
298,You need:30
299,You need:35
300,You need:35
301,You need:65
302,You need:30
303,You need:90
304,You need:26
305,You need:28
306,You need:90
307,You need:26
308,You need:26
309,You need:22
310,You need:65
311,You need:24
312,You need:28
313,You need:30
314,You need:35
315,You need:65
316,You need:14
317,You need:18
318,You need:30
319,You need:28
320,You need:26
321,You need:35
322,You need:26
323,You need:50
324,You need:35
325,You need:65
326,You need:35
327,You need:30
328,You need:18
329,You need:10
330,You need:26
331,You need:30
332,You need:16
333,You need:16
334,You need:9
335,You need:90
336,You need:35
337,You need:30
338,You need:26
339,You need:90
340,You need:65
341,You need:90
342,You need:65
343,You need:35
344,You need: 7
345,You need:28
346,You need:13
347,You need:90
348,You need:50
349,You need:65
350,You need:35
351,You need:65
352,You need:90
353,You need:26
354,You need:28
355,You need:90
356,You need:24
357,You need:65
358,You need:65
359,You need:18
360,You need:18
361,You need:1
362,You need:30
363,You need:16
364,You need:30
365,You need:20
366,You need:90
367,You need:65
368,You need:65
369,You need:1
370,You need:30
371,You need:50
372,You need:90
373,You need:90
374,You need:14
375,You need:65
376,You need:12
377,You need:65
378,You need:35
379,You need:50
380,You need:35
381,You need:22
382,You need:18
383,You need:90
384,You need:30
385,You need:50
386,You need:90
387,You need:50
388,You need:65
389,You need:28
390,You need:50
391,You need:26
392,You need:65
393,You need:35
394,You need:35
395,You need:65
396,You need:28
397,You need:18
398,You need:16
399,You need:50
400,You need:9
401,You need:24
402,You need:1
403,You need:65
404,You need:50
405,You need:12
406,You need:22
407,You need:13
408,You need:28
409,You need:50
410,You need:90
411,You need:35
412,You need:90
413,You need:65
414,You need:5
415,Unknown
416,You need:13
417,You need:90
418,You need:26
419,You need:50
420,You need:65
421,You need:50
422,You need:28
423,You need:35
424,You need:50
425,You need:35
426,You need:18
427,You need:50
428,You need:50
429,You need:50
430,Unknown
431,You need:50
432,You need:35
433,You need:24
434,You need:50
435,You need:30
436,You need:35
437,You need:65
438,You need:20
439,You need:24
440,You need:35
441,You need:30
442,You need:65
443,You need:9
444,You need:90
445,You need:20
446,You need:50
447,You need:18
448,Unknown
449,You need:30
450,You need:24
451,You need:20
452,You need:65
453,You need:50
454,You need:1
455,You need:28
456,You need:18
457,You need:90
458,You need:35
459,You need:90
460,You need:30
461,You need:90
462,You need:24
463,You need:26
464,You need:18
465,You need:28
466,You need:14
467,You need:90
468,You need:35
469,You need:28
470,You need:90
471,You need:24
472,You need:65
473,You need:90
474,You need:65
475,You need:30
476,You need:22
477,You need:35
478,You need:50
479,You need:24
480,You need:12
481,You need:50
482,You need:50
483,You need:14
484,You need:30
485,You need:90
486,You need:35
487,You need:26
488,You need:1
489,You need:50
490,You need:65
491,You need:24
492,You need:35
493,You need:50
494,You need:90
495,You need:20
496,You need:50
497,You need:65
498,You need:18
499,You need:65
500,You need:10
501,You need:28
502,You need:1
503,You need:28
504,You need:18
505,You need:28
506,You need:90
507,You need:50
508,You need:24
509,You need:14
510,You need:26
511,You need:20
512,You need:20
513,You need:30
514,You need:90
515,You need:22
516,You need:26
517,You need:65
518,You need:24
519,You need:28
520,You need:90
521,You need:28
522,You need:16
523,You need:20
524,You need:28
525,You need:10
526,You need:50
527,You need:35
528,You need:30
529,You need:50
530,You need:50
531,You need:18
532,You need:30
533,You need:30
534,You need:65
535,You need:24
536,You need:16
537,You need:20
538,You need:26
539,You need:12
540,You need:30
541,You need:90
542,You need:18
543,You need:16
544,You need:90
545,You need:26
546,You need:26
547,You need:28
548,You need:18
549,You need:90
550,You need:30
551,You need:90
552,You need:30
553,You need:90
554,You need:20
555,You need:35
556,You need:18
557,You need:65
558,You need:65
559,You need:30
560,You need:50
561,You need:65
562,You need:65
563,You need:16
564,You need:30
565,You need:50
566,You need:13
567,You need:90
568,You need:30
569,You need:35
570,You need:6
571,You need:18
572,You need:35
573,You need:22
574,You need:28
575,You need:65
576,You need:65
577,You need:65
578,You need:65
579,You need:65
580,You need:24
581,You need:24
582,You need:20
583,You need:16
584,You need:65
585,You need:50
586,You need:35
587,You need:65
588,You need:50
589,You need:22
590,You need: 7
591,You need:50
592,You need:22
593,You need:16
594,You need:28
595,You need:28
596,You need:35
597,You need:24
598,You need:4
599,You need:50
600,Unknown
601,You need:22
602,You need:65
603,You need:50
604,You need:16
605,You need:26
606,You need:16
607,You need:65
608,You need:18
609,You need:90
610,You need:50
611,You need:30
612,You need:65
613,You need:1
614,You need:65
615,You need:35
616,You need:65
617,You need:65
618,You need: 7
619,You need:18
620,Unknown
621,You need:1
622,You need:35
623,You need:26
624,You need:65
625,You need:35
626,You need:20
627,You need:8
628,You need:8
629,You need:24
630,You need:10
631,You need:16
632,You need:65
633,You need:50
634,You need:50
635,You need:65
636,You need:16
637,You need:65
638,You need:1
639,You need:90
640,You need:65
641,You need:18
642,You need:11
643,You need:18
644,You need:18
645,You need:90
646,You need:10
647,You need:28
648,You need:18
649,You need:1
650,You need:2
651,You need:35
652,You need:12
653,You need:35
654,You need:1
655,You need:28
656,You need:16
657,You need: 7
658,You need:30
659,You need:18
660,You need:4
661,You need:20
662,You need:8
663,You need:10
664,You need:18
665,You need:4
666,You need:1
667,You need:30
668,You need:6
669,You need:65
670,You need:90
671,You need:65
672,You need:35
673,You need:20
674,You need:24
675,You need:12
676,You need:28
677,You need:90
678,You need:90
679,You need:90
680,You need:1
681,You need:1
682,You need:65
683,You need:65
684,You need:26
685,You need:65
686,You need:35
687,You need:90
688,You need:1
689,You need:90
690,You need:1
691,You need:18
692,You need:65
693,You need:90
694,You need:65
695,You need:5
696,You need:13
697,You need:50
698,You need:20
699,You need:12
700,You need:28
701,You need:1
702,You need:18
703,You need:18
704,You need:65
705,You need:90
706,You need:90
707,You need:30
708,You need:65
709,You need:90
710,You need:90
711,You need:30
712,You need:65
713,You need:65
714,Unknown
715,Unknown
716,Unknown
717,Unknown
718,Unknown
719,Unknown
